Account Name,Campaign Group ID_x,Campaign Group Name,Campaign Group Status,Campaign ID_x,Campaign Name,Campaign Objective,Campaign Type,Campaign Status,Cost Type,Daily Budget,Total Budget,Creative Name,Ad ID,Creative Status_x,Ad Introduction Text,Ad Headline,Ad Line,Click URL,Sponsored Update Type,DSC Name,Video Length (in Seconds),Account ID,Campaign Group ID_y,Campaign ID_y,Creative ID,Creative Status_y,Ad format,Ad name,Introductory,Headline,Description,Call to action,Destination URL
LogicSource Ad Account,662786893,2023-Website Visits Campaign,Active,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",HC-Brand.A_V1.1,279638003,Paused,Looking for a way to ease pressure on operating margins without cutting headcount or limiting access to care? Find out how.,Non-Clinical Spend: Seize the Opportunity to Optimize,,https://logicsource.com/tylp/non-clinical-spend-optimization-the-solution-to-healthcare-system-margin-pressure_ad/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-08-28_EB1&utm_content=HC-Brand.A_V1.1&hsa_acc=503313685&hsa_cam=662786893&hsa_grp=229558093&hsa_ad=279638003&hsa_net=linkedin&hsa_ver=3,DSC,HC-Brand.A_V1.1,,503313685,662786893,229558093,279638003,Paused,Single image ad,HC-Brand.A_V1.1,Looking for a way to ease pressure on operating margins without cutting headcount or limiting access to care? Find out how.,Non-Clinical Spend: Seize the Opportunity to Optimize,,,https://logicsource.com/tylp/non-clinical-spend-optimization-the-solution-to-healthcare-system-margin-pressure_ad/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-08-28_EB1&utm_content=HC-Brand.A_V1.1
LogicSource Ad Account,662786893,2023-Website Visits Campaign,Active,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",MI-Brand.A_V1.1,279653673,Paused,Are you treating your indirect spending as a sunk cost? You're missing out on opportunities to drive deep savings.,It's Time to Rethink Your Indirect Procurement Strategy,,https://logicsource.com/tylp/the-indirect-spend-opportunity-what-you-dont-know-could-cost-you_ad/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-08-28_EB1&utm_content=MI-Brand.A_V1.1&hsa_acc=503313685&hsa_cam=662786893&hsa_grp=229558083&hsa_ad=279653673&hsa_net=linkedin&hsa_ver=3,DSC,MI-Brand.A_V1.1,,503313685,662786893,229558083,279653673,Paused,Single image ad,MI-Brand.A_V1.1,Are you treating your indirect spending as a sunk cost? You're missing out on opportunities to drive deep savings.,It's Time to Rethink Your Indirect Procurement Strategy,,,https://logicsource.com/tylp/the-indirect-spend-opportunity-what-you-dont-know-could-cost-you_ad/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-08-28_EB1&utm_content=MI-Brand.A_V1.1
LogicSource Ad Account,662786893,2023-Website Visits Campaign,Active,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",MI-Brand.A_V2.1,279670253,Paused,"Learn to optimize your indirect spending, which typically equals 20%+ of your organization's total revenue.",It's Time to Rethink Your Indirect Procurement Strategy,,https://logicsource.com/tylp/the-indirect-spend-opportunity-what-you-dont-know-could-cost-you_ad/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-08-28_EB1&utm_content=MI-Brand.A_V2.1&hsa_acc=503313685&hsa_cam=662786893&hsa_grp=229558083&hsa_ad=279670253&hsa_net=linkedin&hsa_ver=3,DSC,MI-Brand.A_V2.1,,503313685,662786893,229558083,279670253,Paused,Single image ad,MI-Brand.A_V2.1,"Learn to optimize your indirect spending, which typically equals 20%+ of your organization's total revenue.",It's Time to Rethink Your Indirect Procurement Strategy,,,https://logicsource.com/tylp/the-indirect-spend-opportunity-what-you-dont-know-could-cost-you_ad/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-08-28_EB1&utm_content=MI-Brand.A_V2.1
LogicSource Ad Account,662786893,2023-Website Visits Campaign,Active,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",HC-Brand.A_V2.1,279670273,Paused,Addressing inefficiencies across non-clinical spending can yield savings of 15%+ for health systems. Get started today.,Non-Clinical Spend: Seize the Opportunity to Optimize,,https://logicsource.com/tylp/non-clinical-spend-optimization-the-solution-to-healthcare-system-margin-pressure_ad/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-08-28_EB1&utm_content=HC-Brand.A_V2.1&hsa_acc=503313685&hsa_cam=662786893&hsa_grp=229558093&hsa_ad=279670273&hsa_net=linkedin&hsa_ver=3,DSC,HC-Brand.A_V2.1,,503313685,662786893,229558093,279670273,Paused,Single image ad,HC-Brand.A_V2.1,Addressing inefficiencies across non-clinical spending can yield savings of 15%+ for health systems. Get started today.,Non-Clinical Spend: Seize the Opportunity to Optimize,,,https://logicsource.com/tylp/non-clinical-spend-optimization-the-solution-to-healthcare-system-margin-pressure_ad/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-08-28_EB1&utm_content=HC-Brand.A_V2.1
LogicSource Ad Account,665877643,"Boost_Post_Engagement_Sep 11, 2023",Paused,276273743,"Boost_Post_Website Visits_Sep 11, 2023, 05:47:09",Engagement,Sponsored Update,Completed,CPM,,500,282818263,282818263,Active,"On the recent Welcome to the Arena podcast, LogicSource founder & CEO @David Pennino shared, “Everybody is waking up to the need to drive profit improvement through indirect procurement.”

However, putting your hopes on top-tier consulting firms or procurement technology alone won’t take you very far. You need a strategic combination of expertise, execution and automation to see true EBITDA enhancement. 

Tune in to hear David’s conversation with host and CEO of ICR, @Tom Ryan on the value LogicSource drives for the world's leading brands, the future of the procurement, how to deal with one of the biggest frustrations CFOs have, and more.

#CEO #Insights #Indirect #sourcing #procurement #resource #EBITDA #indirectspend
",,,,Organic,,,503313685,665877643,276273743,282818263,Active,Single image ad,,"On the recent Welcome to the Arena podcast, LogicSource founder & CEO @David Pennino shared, “Everybody is waking up to the need to drive profit improvement through indirect procurement.”

However, putting your hopes on top-tier consulting firms or procurement technology alone won’t take you very far. You need a strategic combination of expertise, execution and automation to see true EBITDA enhancement. 

Tune in to hear David’s conversation with host and CEO of ICR, @Tom Ryan on the value LogicSource drives for the world's leading brands, the future of the procurement, how to deal with one of the biggest frustrations CFOs have, and more.

#CEO #Insights #Indirect #sourcing #procurement #resource #EBITDA #indirectspend
",,,,
LogicSource Ad Account,666259013,"Boost_Post_Website Visits_Sep 18, 2023",Active,276759783,"Boost_Post_Website Visits_Sep 18, 2023, 09:42:13",Website visits,Sponsored Update,Completed,CPM,,500,286227043,286227043,Active,"As financial challenges continue to pressure health systems nationwide and impact access to care, we are committed to being part of the solution. 

Introducing the three executive leaders forming our emerging healthcare division dedicated to supporting health systems with non-clinical procurement Mark Van Sumeren, General Manager of Healthcare; David Kirshner, Managing Partner of Healthcare; and Susan Tyler, Managing Director of Healthcare. Together, they share over eighty years of experience in healthcare strategy, financial management, operations, and supply chain. 

“Our healthcare leadership team is uniquely equipped to help partner with health system CFOs and executive leadership to uncover savings in non-clinical spend categories that can help retain high-impact clinical services and free up resources to invest in new initiatives that enable better patient access and outcomes,” shared David F. Pennino, CEO of LogicSource. 

We are excited about this big step ahead as we look to address some of the most pressing and urgent issues around non-clinical procurement and margin improvement in healthcare. 

#sourcing #procurement #supplychain #healthcare #healthsystems #healthandwellness #health #nonclinical #leadership #hospitals #hospitalsupplychain",LogicSource Announces Emerging Healthcare Leadership Team,,https://logicsource.com/logicsource-announces-emerging-healthcare-leadership-team/?utm_source=linkedin&utm_medium=social&utm_campaign=2023-08-29_BP&utm_content=LSI-HI_BP,Organic,,,503313685,666259013,276759783,286227043,Active,Single image ad,,"As financial challenges continue to pressure health systems nationwide and impact access to care, we are committed to being part of the solution. 

Introducing the three executive leaders forming our emerging healthcare division dedicated to supporting health systems with non-clinical procurement Mark Van Sumeren, General Manager of Healthcare; David Kirshner, Managing Partner of Healthcare; and Susan Tyler, Managing Director of Healthcare. Together, they share over eighty years of experience in healthcare strategy, financial management, operations, and supply chain. 

“Our healthcare leadership team is uniquely equipped to help partner with health system CFOs and executive leadership to uncover savings in non-clinical spend categories that can help retain high-impact clinical services and free up resources to invest in new initiatives that enable better patient access and outcomes,” shared David F. Pennino, CEO of LogicSource. 

We are excited about this big step ahead as we look to address some of the most pressing and urgent issues around non-clinical procurement and margin improvement in healthcare. 

#sourcing #procurement #supplychain #healthcare #healthsystems #healthandwellness #health #nonclinical #leadership #hospitals #hospitalsupplychain",LogicSource Announces Emerging Healthcare Leadership Team,"LogicSource announces three executive leaders who are leading their emerging healthcare division. Learn more about how Mark Van Sumeren, David Kirshner, and Susan Tyler are prepared to drive growth and deliver exceptional results.",,https://logicsource.com/logicsource-announces-emerging-healthcare-leadership-team/?utm_source=linkedin&utm_medium=social&utm_campaign=2023-08-29_BP&utm_content=LSI-HI_BP
LogicSource Ad Account,662786893,2023-Website Visits Campaign,Active,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",MI-LGF_IMG1.1,294609453,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG1&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343590663&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_IMG1.1,,503313685,662786893,229558083,294609453,Active,Single image ad,MI-LGF_IMG1.1,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,Download,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG1
LogicSource Ad Account,662786893,2023-Website Visits Campaign,Active,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,503313685,662786893,229558093,294625283,Active,Single image ad,HC-LGFRetarget_IMG1.1,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,
LogicSource Ad Account,662786893,2023-Website Visits Campaign,Active,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,503313685,662786893,229558083,294642503,Active,Single image ad,MI-CFOEG_IMG2.2,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,Download,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2
LogicSource Ad Account,662786893,2023-Website Visits Campaign,Active,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",HC-LGFRetarget_IMG2.1,294660923,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG2.1,,503313685,662786893,229558093,294660923,Active,Single image ad,HC-LGFRetarget_IMG2.1,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,
LogicSource Ad Account,667406793,"Boost_Post_Engagement_Oct 11, 2023",Active,278326723,"Boost_Post_Website Visits_Oct 11, 2023, 06:57:10",Engagement,Sponsored Update,Completed,CPM,,500,294768863,294768863,Active,"When indirect procurement gets the attention it deserves, it can unlock tremendous potential for optimization and cost savings that directly impact your organization’s bottom line. Indirect goods and services typically consume more than 20% of an organization's revenue, yet this spending is often treated as merely “the cost of doing business.” The result is limited investment in the resources, technology, and sourcing discipline required for best-in-class buying.

If organizations want to turn their indirect procurement function into an engine for profit improvement, they need to take a disciplined approach and build the required competencies to ensure long-term success. Our quick guide highlights the five areas you must focus on to realize the untapped value within your indirect spending. Download it to find out more.

#IndirectProcurement #Revenue #Management #Optimization",Address Millions of Dollars in Spend with the Right Focus,,https://logicsource.com/lp/build-competencies-in-these-five-areas-to-optimize-indirect-spending/?utm_source=linkedin&utm_medium=social&utm_campaign=2023-10-4_EB&utm_content=LSI-MI_EB,Organic,,,503313685,667406793,278326723,294768863,Active,Single image ad,,"When indirect procurement gets the attention it deserves, it can unlock tremendous potential for optimization and cost savings that directly impact your organization’s bottom line. Indirect goods and services typically consume more than 20% of an organization's revenue, yet this spending is often treated as merely “the cost of doing business.” The result is limited investment in the resources, technology, and sourcing discipline required for best-in-class buying.

If organizations want to turn their indirect procurement function into an engine for profit improvement, they need to take a disciplined approach and build the required competencies to ensure long-term success. Our quick guide highlights the five areas you must focus on to realize the untapped value within your indirect spending. Download it to find out more.

#IndirectProcurement #Revenue #Management #Optimization",Address Millions of Dollars in Spend with the Right Focus,"Businesses are facing mounting pressure to cut costs and meet financial goals amid today’s macroeconomic challenges. While headcount reductions are typically the first lever pulled in cost cutting strategies, indirect expenditures also offer...",,https://logicsource.com/lp/build-competencies-in-these-five-areas-to-optimize-indirect-spending/?utm_source=linkedin&utm_medium=social&utm_campaign=2023-10-4_EB&utm_content=LSI-MI_EB
LogicSource Ad Account,667767383,"Boost_Post_Engagement_Oct 18, 2023",Active,278870043,"Boost_Post_Website Visits_Oct 18, 2023, 06:39:06",Engagement,Sponsored Update,Completed,CPM,,500,295940673,295940673,Active,"Non-clinical expenditures play an essential role in ensuring smooth hospital operations and can equate to as much as 25% of net patient revenue. Despite this, some health systems treat it as a sunk cost or assume that their GPO is providing the best possible pricing.

However, there’s a smarter way for organizations to unlock significant cost savings, extend budgets, and ultimately improve patient access and outcomes. It starts by reviewing their non-clinical procurement approach. Find out how in our guide.

#Healthcare #IndirectProcurement #Hospital #nonclinical #purchasedservices",,,,Organic,,,503313685,667767383,278870043,295940673,Active,Single image ad,,"Non-clinical expenditures play an essential role in ensuring smooth hospital operations and can equate to as much as 25% of net patient revenue. Despite this, some health systems treat it as a sunk cost or assume that their GPO is providing the best possible pricing.

However, there’s a smarter way for organizations to unlock significant cost savings, extend budgets, and ultimately improve patient access and outcomes. It starts by reviewing their non-clinical procurement approach. Find out how in our guide.

#Healthcare #IndirectProcurement #Hospital #nonclinical #purchasedservices",,,,
LogicSource Ad Account,676255113,"Boost_Post_Engagement_Nov 14, 2023",Active,280973633,"Boost_Post_Website Visits_Nov 14, 2023, 07:27:27",Engagement,Sponsored Update,Completed,CPM,,500,324520063,324520063,Active,"We're excited to announce that LogicSource has been named as a Major Contender and Star Performer in the 2023 Procurement Outsourcing (PO) Services PEAK Matrix Assessment by Everest Group! 
 
The findings are based on a rigorous assessment of relative market success and overall capability, drawing data from annual contractual and operational RFIs, interactions with key stakeholders, client references, and interviews with expert analysts. 
 
Among the key differentiators that Everest Group highlighted include our innovative procurement transformation capabilities, our Center of Excellence with 150+ category-focused domain experts, and strong executive support that helps our clients accelerate time-to-value and realize significant bottom-line improvements. We were also recognized as one of four Star Performers, with the highest YoY growth rate of all providers featured. What's more, the report cites that ""clients often regard LogicSource's OneMarket Source-to-Pay technology solution to be best-in-class."" 
 
""While we've always viewed ourselves as industry pioneers, earning the recognition of Everest’s peerless analysts gives us added confidence that 2024 will be a year of even more aggressive growth,"" shared David F. Pennino, founder and CEO of LogicSource. 

We see this report as validation of the hard work our team has put into driving cost efficiencies and profit improvement for our client-partners. We celebrate this recognition, newly emboldened in our efforts to reveal the true value of procurement as a strategic profit center for today's businesses. Read more about the report below.

#EverestGroup #peakmatrix #procurementleader",LogicSource Recognized as a Major Contender and Star Performer in Procurement Outsourcing,,https://logicsource.com/logicsource-recognized-as-a-major-contender-and-a-star-performer-in-everest-groups-procurement-outsourcing-po-services-peak-matrix-assessment-2023/?utm_source=linkedin&utm_medium=social&utm_campaign=2023-10-25_CT&utm_content=LSI-MI_CT,Organic,,,503313685,676255113,280973633,324520063,Active,Single image ad,,"We're excited to announce that LogicSource has been named as a Major Contender and Star Performer in the 2023 Procurement Outsourcing (PO) Services PEAK Matrix Assessment by Everest Group! 
 
The findings are based on a rigorous assessment of relative market success and overall capability, drawing data from annual contractual and operational RFIs, interactions with key stakeholders, client references, and interviews with expert analysts. 
 
Among the key differentiators that Everest Group highlighted include our innovative procurement transformation capabilities, our Center of Excellence with 150+ category-focused domain experts, and strong executive support that helps our clients accelerate time-to-value and realize significant bottom-line improvements. We were also recognized as one of four Star Performers, with the highest YoY growth rate of all providers featured. What's more, the report cites that ""clients often regard LogicSource's OneMarket Source-to-Pay technology solution to be best-in-class."" 
 
""While we've always viewed ourselves as industry pioneers, earning the recognition of Everest’s peerless analysts gives us added confidence that 2024 will be a year of even more aggressive growth,"" shared David F. Pennino, founder and CEO of LogicSource. 

We see this report as validation of the hard work our team has put into driving cost efficiencies and profit improvement for our client-partners. We celebrate this recognition, newly emboldened in our efforts to reveal the true value of procurement as a strategic profit center for today's businesses. Read more about the report below.

#EverestGroup #peakmatrix #procurementleader",LogicSource Recognized as a Major Contender and Star Performer in Procurement Outsourcing,"LogicSource has been named a Major Contender and a Star Performer in Everest Group’s prestigious Procurement Outsourcing (PO) Services PEAK Matrix Assessment 2023, strengthening its Major Contender positioning from 2022.",,https://logicsource.com/logicsource-recognized-as-a-major-contender-and-a-star-performer-in-everest-groups-procurement-outsourcing-po-services-peak-matrix-assessment-2023/?utm_source=linkedin&utm_medium=social&utm_campaign=2023-10-25_CT&utm_content=LSI-MI_CT
LogicSource Ad Account,676456093,2023 - Engagement Campaigns,Active,282304433,MI - CFO Targeting - Engagement,Engagement,Sponsored Update,Completed,CPC,,"2,000.00",MI-LGF_IMG1.1,327679173,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG1&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343590663&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_IMG1.1,,503313685,676456093,282304433,327679173,Active,Single image ad,MI-LGF_IMG1.1,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,Download,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG1
LogicSource Ad Account,676456093,2023 - Engagement Campaigns,Active,282304433,MI - CFO Targeting - Engagement,Engagement,Sponsored Update,Completed,CPC,,"2,000.00",MI-CFOEG_IMG2.2,327697283,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,503313685,676456093,282304433,327697283,Active,Single image ad,MI-CFOEG_IMG2.2,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,Download,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2
LogicSource Ad Account,668906603,2023 - Lead Generation Campaign,Active,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",MI-LGF_IMG2,327865813,Paused,"The cost of doing business is rising, and short-term measures like headcount reduction aren't working. Is there another way?",,,,DSC,MI-LGF_IMG2,,503313685,668906603,282541473,327865813,Paused,Single image ad,MI-LGF_IMG2,"The cost of doing business is rising, and short-term measures like headcount reduction aren't working. Is there another way?",,,,
LogicSource Ad Account,668906603,2023 - Lead Generation Campaign,Active,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",HC-LGFRetarget_IMG1,327883743,Paused,"Here's how healthcare leaders can optimize expenses, improve operating margins, and deliver a healthier bottom line.",,,,DSC,HC-LGFRetarget_IMG1,,503313685,668906603,282541533,327883743,Paused,Single image ad,HC-LGFRetarget_IMG1,"Here's how healthcare leaders can optimize expenses, improve operating margins, and deliver a healthier bottom line.",,,,
LogicSource Ad Account,668906603,2023 - Lead Generation Campaign,Active,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",HC-LGFRetarget_IMG2,327902103,Paused,"Here's how healthcare leaders can optimize expenses, improve operating margins, and deliver a healthier bottom line.",,,,DSC,HC-LGFRetarget_IMG2,,503313685,668906603,282541533,327902103,Paused,Single image ad,HC-LGFRetarget_IMG2,"Here's how healthcare leaders can optimize expenses, improve operating margins, and deliver a healthier bottom line.",,,,
LogicSource Ad Account,668906603,2023 - Lead Generation Campaign,Active,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",MI-LGF_IMG1,327911613,Paused,"The cost of doing business is rising, and short-term measures like headcount reduction aren't working. Is there another way?",,,,DSC,MI-LGF_IMG1,,503313685,668906603,282541473,327911613,Paused,Single image ad,MI-LGF_IMG1,"The cost of doing business is rising, and short-term measures like headcount reduction aren't working. Is there another way?",,,,
LogicSource Ad Account,668906603,2023 - Lead Generation Campaign,Active,287572143,MI - Retargeting - LGF,Lead generation,Sponsored Update,Paused,CPM,,"4,025.00",MI-LGF_IMG2,343211033,Paused,"The cost of doing business is rising, and short-term measures like headcount reduction aren't working. Is there another way?",,,,DSC,MI-LGF_IMG2,,503313685,668906603,287572143,343211033,Paused,Single image ad,MI-LGF_IMG2,"The cost of doing business is rising, and short-term measures like headcount reduction aren't working. Is there another way?",,,,
LogicSource Ad Account,668906603,2023 - Lead Generation Campaign,Active,287572143,MI - Retargeting - LGF,Lead generation,Sponsored Update,Paused,CPM,,"4,025.00",MI-LGF_IMG1,343221043,Paused,"The cost of doing business is rising, and short-term measures like headcount reduction aren't working. Is there another way?",,,,DSC,MI-LGF_IMG1,,503313685,668906603,287572143,343221043,Paused,Single image ad,MI-LGF_IMG1,"The cost of doing business is rising, and short-term measures like headcount reduction aren't working. Is there another way?",,,,
LogicSource Ad Account,668906603,2023 - Lead Generation Campaign,Active,287572143,MI - Retargeting - LGF,Lead generation,Sponsored Update,Paused,CPM,,"4,025.00",MI-CFOEG_IMG2.2,343582203,Paused,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,503313685,668906603,287572143,343582203,Paused,Single image ad,MI-CFOEG_IMG2.2,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,Download,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2
LogicSource Ad Account,668906603,2023 - Lead Generation Campaign,Active,287572143,MI - Retargeting - LGF,Lead generation,Sponsored Update,Paused,CPM,,"4,025.00",MI-LGF_IMG1.1,343590663,Paused,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG1&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343590663&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_IMG1.1,,503313685,668906603,287572143,343590663,Paused,Single image ad,MI-LGF_IMG1.1,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,Download,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG1
LogicSource Ad Account,668906603,2023 - Lead Generation Campaign,Active,287834773,HC - Retargeting - LGF,Lead generation,Sponsored Update,Active,CPC,,"2,600.00",HC-LGFRetarget_IMG2,343903883,Paused,"Here's how healthcare leaders can optimize expenses, improve operating margins, and deliver a healthier bottom line.",,,,DSC,HC-LGFRetarget_IMG2,,503313685,668906603,287834773,343903883,Active,Single image ad,HC-LGFRetarget_IMG2,"Here's how healthcare leaders can optimize expenses, improve operating margins, and deliver a healthier bottom line.",,,,
LogicSource Ad Account,668906603,2023 - Lead Generation Campaign,Active,287834773,HC - Retargeting - LGF,Lead generation,Sponsored Update,Active,CPC,,"2,600.00",HC-LGFRetarget_IMG1.1,343913173,Paused,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,503313685,668906603,287834773,343913173,Active,Single image ad,HC-LGFRetarget_IMG1.1,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,
LogicSource Ad Account,668906603,2023 - Lead Generation Campaign,Active,287834773,HC - Retargeting - LGF,Lead generation,Sponsored Update,Active,CPC,,"2,600.00",HC-LGFRetarget_IMG1,343922703,Paused,"Here's how healthcare leaders can optimize expenses, improve operating margins, and deliver a healthier bottom line.",,,,DSC,HC-LGFRetarget_IMG1,,503313685,668906603,287834773,343922703,Active,Single image ad,HC-LGFRetarget_IMG1,"Here's how healthcare leaders can optimize expenses, improve operating margins, and deliver a healthier bottom line.",,,,
LogicSource Ad Account,668906603,2023 - Lead Generation Campaign,Active,287834773,HC - Retargeting - LGF,Lead generation,Sponsored Update,Active,CPC,,"2,600.00",HC-LGFRetarget_IMG2.1,343930343,Paused,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG2.1,,503313685,668906603,287834773,343930343,Active,Single image ad,HC-LGFRetarget_IMG2.1,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,
