503313685,LogicSource Ad Account,676456093,2023 - Engagement Campaigns,282304433,MI - CFO Targeting - Engagement,327679173,Active,Single image ad,MI-LGF_IMG1.1,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,Download,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG1
503313685,LogicSource Ad Account,632464253,Healthcare,219813143,"Engagement - Feb 2, 2023",229602693,Active,Single image ad,,"As recently noted by Kaufman Hall, over 50% of hospitals finished the year with flat or negative margins, driven primarily by increased labor and supply costs. 

“Hospital margins end the year in difficult shape. Despite modest margin improvements in November and December, suggesting a positive trendline heading into the new year, 2022 was the worst financial year since the start of the pandemic. Approximately half of U.S. hospitals finished the year with a negative margin as growth in expenses outpaced revenue increases.”

LogicSource, Inc. has been able to provide cash-strapped health systems with immediate relief through the reduction of non-clinical expenditures, accounting for up to 1-1.5% improvement in operating margin for our healthcare clients. 

Visit logicsource.com/healthcare to learn how today's health systems buy better with LogicSource, and get started with a no-cost, risk-free assessment today. 

#sourcing #procurement #healthcare #hospitals #healthsystems",Kaufman Hall | National Hospital Flash Report (January 2023),JANUARY 2023 National Hospital Flash Report Real Data. Real Insight. Real Time. Based on December Data from More Than 900 Hospitals 2NATI...,,https://www.kaufmanhall.com/sites/default/files/2023-01/KH_NHFR_2023-01.pdf
503313685,LogicSource Ad Account,668906603,2023 - Lead Generation Campaign,282541533,HC-LGF Campaign,350109253,Active,Single image ad,HC-LGF_V1.2,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/
503313685,LogicSource Ad Account,603401983,Default Campaign Group,208284903,SIG August Webinar,203060583,Active,Single image ad,,"In any business environment, if delivery capabilities are missing or disconnected, the result is slower execution and increased workload. Procurement is no exception. All too often, critical workflows within the Source-to-Contract lifecycle are spread across multiple disconnected systems (or are not automated at all), resulting in time-consuming workarounds and manual processes; time that procurement professionals don’t have.

On Tuesday, August 9th, LogicSource, Inc. and OneMarket Chief Operating Officer, Jo Seed and OneMarket Product Manager, Marissa Lindquist will be joined by Sourcing Industry Group (SIG) President, Dawn Tiura for the latest in SIG's Power Hour Webinar Series. 

In this session, the group will explore the critical gaps across today's Procurement technology landscape, and highlight why a new, innovative approach combining procurement-focused technology, expert support resources, market intelligence and price benchmarks can close the gaps for Procurement teams, and provide the solutions they need to elevate the profile and impact of Procurement at their organizations.

Register for this live webinar now. https://lnkd.in/dzXYP682

We look forward to seeing you there!

#sourcing #procurement #supplychain #technology #sourcetopay #sourcetocontract #data #managedservices #pricebenchmarks #automation #indirectprocurement",,,,
503313685,LogicSource Ad Account,662786893,2023-Website Visits Campaign,229558083,MI- Website Visits Campaign,256053703,Paused,Single image ad,MI-Brand.A_V2,"Learn to optimize your indirect spending, which typically equals 20%+ of your organization's total revenue. ",It's Time to Rethink Your Indirect Procurement Strategy,,Learn more,https://logicsource.com/tylp/the-indirect-spend-opportunity-what-you-dont-know-could-cost-you/?utm_source=linkedin&utm_campaign=2023-07-27_EB1&utm_content=MI-Brand.A_V2&utm_medium=paid&hsa_acc=503313685&hsa_cam=662786893&hsa_grp=229558083&hsa_ad=256053703&hsa_net=linkedin&hsa_ver=3
503313685,LogicSource Ad Account,668906603,2023 - Lead Generation Campaign,287834773,HC - Retargeting - LGF,343930343,Active,Single image ad,HC-LGFRetarget_IMG2.1,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,
503313685,LogicSource Ad Account,633373253,2023 Services Ads,219757113,Do the Math Add - Services,229481063,Active,Single image ad,Do the Math - Services,"Companies buy lots of goods and services to be in business. Typically, they focus their resources on buying the things they ultimately provide to their customers. They tend to focus less on buying well in other areas—the goods and services that enable them to be in business—better known as indirect expenses. Yet purchases in these areas can add up to more than 20% of revenue for a business, representing a significant opportunity for cost savings and profit improvement.

Learn how the world's most recognizable brands buy better with LogicSource and request a no-cost assessment today. ","Request a No-cost, No-obligation Assessment Today",Procument-as-a-Service Solutions | LogicSource,Learn more,https://logicsource.com/services?utm_campaign=Do+the+Math+Add+-+Services&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=633373253&hsa_grp=219757113&hsa_ad=229481063&hsa_net=linkedin&hsa_ver=3
503313685,LogicSource Ad Account,668906603,2023 - Lead Generation Campaign,287572143,MI - Retargeting - LGF,343590663,Paused,Single image ad,MI-LGF_IMG1.1,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,Download,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG1
503313685,LogicSource Ad Account,662786893,2023-Website Visits Campaign,229558083,MI- Website Visits Campaign,294642503,Active,Single image ad,MI-CFOEG_IMG2.2,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,Download,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2
503313685,LogicSource Ad Account,603401983,Default Campaign Group,200575053,"Engagement - Mar 22, 2022",184523623,Active,Single image ad,,"""In today's healthcare environment, we knew we needed to shift our focus from #volume to #value.""

Last week at the Modern Healthcare Supply Chain and Revenue Cycle Virtual Briefing, WellSpan Health CAO, Keith Noll and Me+U CARE CEO, Brian White, were joined by LogicSource’s David Pennino and Chris Maher to explore how new approaches to non-clinical procurement can stretch dollars further and enable investment in innovation and enhancing patient outcomes. 

If you missed the live panel, check out the full recording below at https://lnkd.in/dQ-5Ff8K

To read more about Sourcing and Procurement's role in the future of healthcare, check out https://lnkd.in/dGFAPWir

#sourcing #procurement #supplychain #healthcare #health #healthsystems #hospitals #indirectprocurement #nonclinical #purchasedservices #innovation #investment",Lower Costs Without Lower Care: A Strategic Approach to Non-Clinical Spending | LogicSource,"Ongoing revenue pressure, the drive for innovation and increased market pressures and complexity have magnified the need for bottom-line cost management and profit improvement across the healthcare industry. Improved patient access and care is a key...",,https://logicsource.com/lower-costs-without-lower-care-a-strategic-approach-to-non-clinical-spending/
503313685,LogicSource Ad Account,603401983,Default Campaign Group,157778863,Retail FF&E,94557353,Paused,Single image ad,,"The Question: How can a multibillion-dollar health and wellness retailer get their national rebranding project back on-schedule and on-budget?

The Answer: A partnership with LogicSource and a turn-key procurement solution. Get the full story:

#sourcing #procurement #supplychain #retail #healthandwellness #rebranding
",,,,
503313685,LogicSource Ad Account,603401983,Default Campaign Group,207609763,Fighting Inflation Video,201444553,Active,Single image ad,,"As US inflation continues to climb to the highest rates seen in nearly four decades (https://lnkd.in/gs-cQ5iH), LogicSource, Inc. Chief Executive Officer, David Pennino shares how better buying across indirect procurement can help organizations counteract today's inflationary issues and enable them to compete more effectively without stemming growth, losing talent, or passing costs on to the consumer. 

Check out the full video from David below, and learn more at logicsource.com.

#sourcing #procurement #supplychain #inflation #costreduction #profitimprovement #profitability #managedservices #CFO #cfoinsights",,,,
503313685,LogicSource Ad Account,662786893,2023-Website Visits Campaign,229558083,MI- Website Visits Campaign,279653673,Paused,Single image ad,MI-Brand.A_V1.1,Are you treating your indirect spending as a sunk cost? You're missing out on opportunities to drive deep savings.,It's Time to Rethink Your Indirect Procurement Strategy,,,https://logicsource.com/tylp/the-indirect-spend-opportunity-what-you-dont-know-could-cost-you_ad/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-08-28_EB1&utm_content=MI-Brand.A_V1.1
503313685,LogicSource Ad Account,603401983,Default Campaign Group,148290543,Buried Treasure 2nd Run,79124683,Active,Single image ad,,"Most leaders struggle to find an edge on competition that can significantly boost their bottom line. What if there was a buried treasure within your organization that has the potential to cut 3% of your total cost base? LogicSource's Bruce Walton, Managing Partner of Client Solutions, shares what you need to do to make it happen. 

#sourcing #procurement #thoughtleadership #idealounge",Finding the Buried Treasure in Your Organization | LogicSource - Sourcing and Procurement Solutions | Our Clients Buy Better,"There is a hidden resource hiding within every organization. And it’s one that can help any leader—CPO, CFO, COO—overcome the primary challenge with which they are tasked: increase earnings. For most of the clients we’ve worked with at LogicSource,...",,https://logicsource.com/ideas/finding-the-buried-treasure-in-your-organization/
503313685,LogicSource Ad Account,603401983,Default Campaign Group,204466123,Indirect Opportunity Video,194072843,Active,Single image ad,,"""When you look at a typical retailer, they might have two, three, four-hundred people in merchandising, and they might have five to ten in indirect procurement. And from a money management context, they're essentially not managing what can be billions of dollars of indirect expenditures.""

What if leaders invested in indirect spending with the same resources and human capital as they do for direct? Examining the disparity that he's seen in too many organizations, LogicSource, Inc. Chief Executive Officer, David Pennino challenges today's leaders to think bigger and capitalize on the untapped profit improvements created when businesses treat indirect procurement as a function that has as much potential as its direct counterparts.

Check out the full video below, and visit logicsource.com to learn more. 

#sourcing #procurement #supplychain #indirectprocurement #indirectexpense #notforresale #innovation #profitability #retail #CPG #healthcare #financialservices #publishing #grocery #CPO #CFO",,,,
503313685,LogicSource Ad Account,603401983,Default Campaign Group,201750023,FTV Capital Announcement,187940203,Active,Single image ad,,"LogicSource, Inc. is thrilled to announce that we have secured $180 million in growth investment from FTV Capital, a sector-focused growth equity investor in innovative enterprise technology and services businesses. This new partnership will provide LogicSource with the funding and expertise to enhance our services, technology and data offerings, enter new verticals and further invest in client-centric growth initiatives, helping drive measurable and sustainable profit improvements for the world’s most recognizable brands.

Thank you to Preeti Singh at The Wall Street Journal for covering this exciting news and telling the story of our continued momentum. 

Check out the article below, or at https://lnkd.in/d7yY-XPD

View the full press release at https://lnkd.in/dkD2Vkpi

#sourcing #procurement #supplychain #technology #growth #investment #privateequity #funding #indirectprocurement",FTV Capital Invests $180 Million in LogicSource Inc.,"Growth investor is taking a majority stake in the Norwalk, Conn-based technology company through a $2.3 billion fund the firm closed last month.",,https://www.wsj.com/articles/ftv-capital-invests-180-million-in-logicsource-inc-11649329200
503313685,LogicSource Ad Account,668906603,2023 - Lead Generation Campaign,287834773,HC - Retargeting - LGF,343903883,Active,Single image ad,HC-LGFRetarget_IMG2,"Here's how healthcare leaders can optimize expenses, improve operating margins, and deliver a healthier bottom line.",,,,
503313685,LogicSource Ad Account,632464253,Healthcare,218159293,Healthcare - Boston Globe 2023,226019243,Active,Single image ad,,"""It's an ugly year in healthcare""

As Boston Globe Media noted recently, the majority of Massachusetts hospitals have reported record losses, forcing difficult choices related to staffing and patient care. While the state hospital association is continuing to request support from state and federal programs, LogicSource has been able to provide immediate relief for cash-strapped health systems by reducing non-clinical expenditures.

We are not a GPO or a consulting firm; we are a team of experts that analyze, negotiate and source across diverse industries to drive best-in-class pricing, processes, and spend management for our clients. With more than a decade of proven success working with some of the most recognizable brands in corporate America, we are now focused on bringing our track record of savings and profitability to healthcare.

Visit logicsource.com/healthcare to learn more, and let's start a conversation. 

#sourcing #procurement #healthcare #health #nonclinical",,,,
503313685,LogicSource Ad Account,668906603,2023 - Lead Generation Campaign,287834773,HC - Retargeting - LGF,361337133,Paused,Single image ad,HC-MVA-Retargeting-V2.0,"Want a practical solution that can unearth hidden savings and ease margin pressure? Get started with a free, comprehensive analysis.",Our Investment in Every Health System – A Free In-Depth Assessment,,,https://logicsource.com/lp/what-is-logicsources-mutual-value-assessment/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-02-12_WC&utm_content=HC-MVA-Retargeting-V2.0
503313685,LogicSource Ad Account,662786893,2023-Website Visits Campaign,229558083,MI- Website Visits Campaign,279670253,Paused,Single image ad,MI-Brand.A_V2.1,"Learn to optimize your indirect spending, which typically equals 20%+ of your organization's total revenue.",It's Time to Rethink Your Indirect Procurement Strategy,,,https://logicsource.com/tylp/the-indirect-spend-opportunity-what-you-dont-know-could-cost-you_ad/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-08-28_EB1&utm_content=MI-Brand.A_V2.1
503313685,LogicSource Ad Account,662786893,2023-Website Visits Campaign,229558083,MI- Website Visits Campaign,294609453,Active,Single image ad,MI-LGF_IMG1.1,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,Download,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG1
503313685,LogicSource Ad Account,662786893,2023-Website Visits Campaign,229558093,HC - Website Visit Campaign,256054893,Paused,Single image ad,HC-Brand.A_V1,Looking for a way to ease pressure on operating margins without cutting headcount or limiting access to care? Find out how. ,Non-Clinical Spend: Seize the Opportunity to Optimize ,,Learn more,https://logicsource.com/tylp/non-clinical-spend-optimization-the-solution-to-healthcare-system-margin-pressure/?utm_source=linkedin&utm_campaign=2023-07-27_EB1&utm_content=HC-Brand.A_V1&utm_medium=paid&hsa_acc=503313685&hsa_cam=662786893&hsa_grp=229558093&hsa_ad=256054893&hsa_net=linkedin&hsa_ver=3
503313685,LogicSource Ad Account,664517793,"Boost_Post_Website Visits_Aug 14, 2023",274623183,"Boost_Post_Website Visits_Aug 14, 2023, 02:57:33",277890733,Active,Single image ad,,"LogicSource, Inc.’s CFO Niki Heim is on the latest episode of the CFO THOUGHT LEADER Podcast. 

In a candid conversation with host Jack Sweeney, Niki shares how she faced her career challenges head-on, rose above her self-doubt, and set the foundation of LogicSource’s financial analysis to enable strategic, data-driven decision-making and effective resource management. 

“Along the way, I would hear people say, ‘The work is going to come before the belief in yourself,’ and that was me—it was almost like my self-confidence wasn’t fully there yet,” comments Heim. 

Listen to the full podcast here.

#CFOThoughtLeader #leaders #chieffinancialofficer #LogicSource #sourcing #procurement #indirectspend #podcast",CFO Thought Leader Podcast: The Work Comes First with Niki Heim,CFO of LogicSource Niki Heim describes her career path as non-traditional. Hear how she rose through the ranks in a candid chat on the latest episode of the CFO Thought Leader podcast.,,https://logicsource.com/cfo-thought-leader-the-work-comes-first-with-logicsource-cfo-niki-heim/?utm_source=linkedin&utm_medium=social&utm_campaign=2023-08-09_CT&utm_content=LSI-MI_CT
503313685,LogicSource Ad Account,603401983,Default Campaign Group,201041653,About LogicSource Services,185605933,Active,Single image ad,,"Now more than ever, organizations are in need of creative solutions to reduce expenses and survive in today's challenging business climate. At LogicSource, Inc., we see profit all around you. The question is, are you ready to go get it?

Visit www.logicsource.com to learn how we help companies become more profitable day-in and day-out.

#sourcing #procurement #indirectprocurement #notforresale #supplychain #costsavings #value #innovation #technology #profitability #growth #managedservices #sourcetopay",LogicSource | Sourcing and Procurement Solutions,LogicSource is reinventing sourcing and procurement. Learn how our services and technology solutions help companies buy better and become more profitable every day.,,http://www.logicsource.com
503313685,LogicSource Ad Account,668906603,2023 - Lead Generation Campaign,287834773,HC - Retargeting - LGF,343922703,Active,Single image ad,HC-LGFRetarget_IMG1,"Here's how healthcare leaders can optimize expenses, improve operating margins, and deliver a healthier bottom line.",,,,
503313685,LogicSource Ad Account,603401983,Default Campaign Group,206426903,Priority 99 - June-22,198864943,Active,Single image ad,,"As today's goal-diffused business leaders grapple with rising inflation, supply chain disruptions, talent shortages and more, LogicSource, Inc.'s John Pavia explains how the untapped profitability in Sourcing and Procurement can help to offset these challenges and fund your organization's top priorities.

To learn more about LogicSource and the value we drive for the world's leading brands, visit logicsource.com.

#sourcing #procurement #supplychain #notforresale #indirectprocurement #profitimprovement #profitability #technology #leadership #businessleadership",,,,
503313685,LogicSource Ad Account,603401983,Default Campaign Group,207391333,LSI Spend Matters Tech Review,200957743,Paused,Single image ad,,"“Technology alone does not make a procurement organization better...

LogicSource’s OneMarket® solutions converge technology, services and market intelligence into a single offering. The result is a value proposition that is difficult to find from most other vendors in the market, especially the Source-to-Pay suite segment.” - Nick Heinzmann, VP of Research at Spend Matters

LogicSource, Inc. and our OneMarket services-enabled technology platform were recently featured by the analysts at Spend Matters, the leader in sourcing and procurement technology research. As part of their PRO Vendor Analysis series, the Spend Matters team conducted months of focused evaluations and live technology demos, culminating in their published findings and analysis covering our OneMarket technology solutions for spend analytics, sourcing performance management, sourcing RFx execution, contract management and procure-to-pay execution.

To view the full report on Spend Matter’s research and analysis, check out the complete OneMarket Technology Review at https://lnkd.in/ghZQpyhV, or visit https://lnkd.in/gM8K3esp

#sourcing #procurement #supplychain #technology #sourcetopay #data #analytics #procuretopay #contractsmanagement #sourcingperformancemanagement #CPO #research",LogicSource's OneMarket Source-to-Pay Technology Featured in Spend Matters Analyst Research | LogicSource,"LogicSource and our OneMarket services-enabled technology platform were recently featured by the analysts at Spend Matters, the leader in sourcing and procurement technology research. As part of their PRO Vendor Analysis series, the Spend Matters team...",,https://logicsource.com/logicsources-onemarket-source-to-pay-technology-featured-in-spend-matters-analyst-research/
503313685,LogicSource Ad Account,663469813,"Boost_Post_Website Visits_Jul 21, 2023",230564733,"Boost_Post_Website Visits_Jul 21, 2023, 12:35:01",255688623,Active,Single image ad,,"LogicSource Founder and CEO, David Pennino, is on the latest episode of Category Visionaries! In this episode, David shares valuable insights into how optimizing indirect expenditures can be a business game-changer that drives measurable impact to your bottom line. Hear a candid account of our early days, how our organization rose above some ‘near death experiences’, and the value we bring to our customers – from our very first client (who’s still with us today!) – to our successful funding efforts. 
 
Tune in to find out why some businesses struggle with the procurement of their indirect goods and services, what we can do to help, and why we don’t call what we do “profit improvement” until it actually shows up on your P&L report.
 
Listen to the full episode here: bit.ly/3Pi1vdk

#supplychain #procurement #indirectexpense #founder",,,,
503313685,LogicSource Ad Account,603401983,Default Campaign Group,217239433,Texas CFO,224035823,Active,Single image ad,,"A recent Becker’s Hospital CFO report shared that due to negative operating margins, nearly 10% of Texas hospitals are at risk of closing. In the past two years, that number has doubled, from 4.7 percent in 2020 to 9.2 percent this year. The report also showed that while revenues are up 11%, expenses were up 20% during the same time period, driving 47.4% of Texas hospitals into negative margins. 

At LogicSource, Inc., we have seen a similar trend with our healthcare and non-healthcare customers alike. As costs continue to outpace revenues, there has never been a better time to focus on indirect/non-clinical spending as a core initiative for driving efficiencies and reducing costs.

Visit logicsource.com to learn how the world's most recognizable brands buy better with LogicSource.

#sourcing #procurement #hospitals #healthcare #nonclinical",Nearly 10% of Texas hospitals are at risk of closing: 7 things to know,"The number of Texas hospitals at risk of closing has nearly doubled in the past two years, rising from 4.7 percent in 2020 to 9.2 percent this year, according to a November report from Kaufman Hall. ",,https://www.beckershospitalreview.com/finance/nearly-10-of-texas-hospitals-are-at-risk-of-closing-7-things-to-know.html
503313685,LogicSource Ad Account,603401983,Default Campaign Group,279712873,"Lead generation - Oct 30, 2023",298214993,Active,Single image ad,Test fads,test,The IT Cost Optimisation Playbook,,,http://logicsource.com
503313685,LogicSource Ad Account,668906603,2023 - Lead Generation Campaign,287834773,HC - Retargeting - LGF,359080753,Paused,Single image ad,HC-MVA-Retargeting-V1.0,"Want a practical solution that can unearth hidden savings and ease margin pressure? Get started with a free, comprehensive analysis.",Our Investment in Every Health System – A Free In-Depth Assessment,,,https://logicsource.com/lp/what-is-logicsources-mutual-value-assessment/
503313685,LogicSource Ad Account,603401983,Default Campaign Group,152757134,Indirect Promo,85955794,Active,Single image ad,,"Companies buy lots of goods and services to be in business. Typically, they focus their resources on buying the things they ultimately sell to their customers. They tend to focus less on buying well in other areas—the things that enable them to sell—better known as goods and services not-for-resale.

LogicSource focuses exclusively on buying what enables companies to sell, which typically represents 20% of revenue and the greatest area of spending inefficiency. 

Visit logicsource.com to learn how we help companies become more profitable day in and day out. 

#sourcing #procurement #supplychain #profitability",Sourcing and Procurement Services Firm | Indirect Sourcing Specialists | LogicSource,LogicSource is reinventing sourcing and procurement. Learn how our sourcing solutions help companies like yours buy better.,,http://logicsource.com
503313685,LogicSource Ad Account,603401983,Default Campaign Group,217599283,Indirect 20% Banner Ad,224822803,Paused,Single image ad,Indirect 20% Banner,"Companies buy lots of goods and services to be in business. Typically, they focus their resources on buying the things they ultimately provide to their customers. They tend to focus less on buying well in other areas—the things that enable them to be in business—better known as indirect goods and services. 

Yet purchases in these areas can represent up to 20% or more of total revenue for a business, representing a significant opportunity for cost savings and profit improvement.

Learn how the world's most recognizable brands are buying better with LogicSource and get started today. ","We see profit all around you–the question is, are you ready to go get it?",,Learn more,https://logicsource.com/services
